code_url,Dockerfile,binder,apt.txt,environment.yml,requirements.txt,postBuild,setup.py,REQUIRE,runtime.txt,install.R
https://github.com/ksenia-konyushkova/LAL,False,False,False,False,False,False,False,False,False,False
https://github.com/facebookresearch/GradientEpisodicMemory,False,False,False,False,True,False,False,False,False,False
https://github.com/rflamary/JDOT,False,False,False,False,False,False,False,False,False,False
https://github.com/thuml/Xlearn,False,False,False,False,False,False,False,False,False,False
https://github.com/CBMM/eccentricity,False,False,False,False,True,False,False,False,False,False
https://github.com/sjoerdvansteenkiste/Neural-EM,False,False,False,False,True,False,False,False,False,False
https://github.com/charlesq34/pointnet2,False,False,False,False,False,False,False,False,False,False
https://github.com/vermaMachineLearning/FGSD,False,False,False,False,False,False,False,False,False,False
https://github.com/panji1990/Deep-subspace-clustering-networks,False,False,False,False,False,False,False,False,False,False
https://github.com/blei-lab/context-selection-embedding,False,False,False,False,False,False,False,False,False,False
https://github.com/bikash617/Aggressive-Sampling-for-Multi-class-to-BinaryReduction,False,False,False,False,False,False,False,False,False,False
https://github.com/rizalzaf/adversarial-ordinal,False,False,False,False,False,False,False,False,False,False
https://github.com/max-andr/cross-lipschitz,False,False,False,False,True,False,False,False,False,False
https://github.com/svenpeter42/LightGBM-CEGB,False,False,False,False,False,False,False,False,False,False
https://github.com/Microsoft/LightGBM,False,False,False,False,False,False,False,False,False,False
https://github.com/eaplatanios/makina,False,False,False,False,False,False,False,False,False,False
https://github.com/toantm/keras-bda,False,False,False,False,False,False,False,False,False,False
https://github.com/c-hofer/nips2017,False,False,False,False,False,False,False,False,False,False
https://github.com/zera/Nips_MT,False,False,False,False,False,False,False,False,False,False
https://github.com/moonfolk/MiFM,False,False,False,False,False,False,False,False,False,False
https://github.com/cmdowney/psrnn,False,False,False,False,False,False,False,False,False,False
https://github.com/nohyung/Nadaraya-Watson-Regression-Metric,False,False,False,False,False,False,False,False,False,False
https://github.com/GauriJagatap/model-copram,False,False,False,False,False,False,False,False,False,False
https://github.com/ricedsp/D-AMP_Toolbox,False,False,False,False,False,False,False,False,False,False
https://github.com/LCSL/FALKON_paper,False,False,False,False,False,False,False,False,False,False
https://github.com/cnmusco/recursive-nystrom,False,False,False,False,False,False,False,False,False,False
https://github.com/hcllaw/phase_learn,False,False,False,False,False,False,False,False,False,False
https://github.com/HMEIatJHU/neurawkes,False,False,False,False,False,False,False,False,False,False
https://github.com/williamleif/GraphSAGE,True,False,False,False,True,False,False,False,False,False
https://github.com/layer6ai-labs/DropoutNet,False,False,False,False,False,False,False,False,False,False
https://github.com/gingsmith/fmtl,False,False,False,False,False,False,False,False,False,False
https://github.com/atomistic-machine-learning/SchNet,False,False,False,False,False,False,True,False,False,False
https://github.com/Yijunmaverick/UniversalStyleTransfer,False,False,False,False,False,False,False,False,False,False
https://github.com/QData/AttentiveChrome,False,False,False,False,False,False,False,False,False,False
https://github.com/boknilev/asr-repr-analysis,False,False,False,False,False,False,False,False,False,False
https://github.com/jiasenlu/visDial.pytorch,False,False,False,False,False,False,False,False,False,False
https://github.com/idansc/HighOrderAtten,False,False,False,False,False,False,False,False,False,False
https://github.com/akar43/lsm,False,False,False,False,True,False,False,False,False,False
https://github.com/DagnyT/hardnet,False,False,False,False,False,False,False,False,False,False
https://github.com/junyanz/BiCycleGAN,False,False,False,False,False,False,False,False,False,False
https://github.com/liqi-casia/DSDH-HashingCode,False,False,False,False,False,False,False,False,False,False
https://github.com/dsv77/hashembedding/,False,False,False,False,True,False,False,False,False,False
https://github.com/Dutil/PAG,False,False,False,False,False,False,False,False,False,False
https://github.com/code-terminator/DilatedRNN,False,False,False,False,False,False,False,False,False,False
https://github.com/rothk/Stabilizing_GANs,False,False,False,False,False,False,False,False,False,False
https://github.com/PiotrDabkowski/pytorch-saliency,False,False,False,False,True,False,False,False,False,False
https://github.com/jakesnell/prototypical-networks,False,False,False,False,False,False,True,False,False,False
https://github.com/eleniTriantafillou/few_shot_mAP_public,False,False,False,False,False,False,False,False,False,False
https://github.com/renmengye/revnet-public,False,False,False,False,False,False,False,False,False,False
https://github.com/emalach/UpdateByDisagreement,False,False,False,False,False,False,False,False,False,False
https://github.com/fanyangxyz/Neural-LP,False,False,False,False,False,False,False,False,False,False
https://github.com/tensorflow/lattice,False,False,False,False,False,False,True,False,False,False
https://github.com/csyhhu/L-OBS,False,False,False,False,False,False,False,False,False,False
https://github.com/KarenUllrich/Tutorial_BayesianCompressionForDL,False,False,False,True,False,False,False,False,False,False
https://github.com/necludov/group-sparsity-sbp,False,False,False,False,False,False,False,False,False,False
http://github.com/thu-ml/pmd,False,False,False,False,False,False,False,False,False,False
https://github.com/anselmrothe/question_dataset,False,False,False,False,False,False,False,False,False,False
https://github.com/paninski-lab/yass,False,False,False,False,True,False,True,False,False,False
https://github.com/david-klindt/NIPS2017,False,False,False,False,False,False,False,False,False,False
https://github.com/probtorch/probtorch,False,False,False,False,True,False,True,False,False,False
https://github.com/DPBayes/dca-nips2017,False,False,False,False,False,False,False,False,False,False
https://github.com/rajatsen91/CCIT.git,False,False,False,False,False,False,False,False,False,False
https://github.com/pjang23/levy-spectral-kernel-learning,False,False,False,False,False,False,False,False,False,False
https://github.com/ermongroup/infogail,False,False,False,False,False,False,False,False,False,False
https://github.com/Maluuba/hra,False,False,False,False,False,False,False,False,False,False
https://github.com/Shallow-Updates-for-Deep-RL/Shallow_Updates_for_Deep_RL,False,False,False,False,False,False,False,False,False,False
https://github.com/shaneshixiang/rllabplusplus,False,False,False,True,False,False,True,False,False,False
https://github.com/locuslab/e2e-model-learning,False,False,False,False,False,False,False,False,False,False
https://github.com/junhyukoh/value-prediction-network,False,False,False,False,False,False,False,False,False,False
https://github.com/soumendu041/clustering-network-valued-data,False,False,False,False,False,False,False,False,False,False
https://github.com/tolstikhin/adagan,False,False,False,False,False,False,False,False,False,False
https://github.com/wgao9/hypercontractivity,False,False,False,False,False,False,False,False,False,False
https://github.com/fanny-yang/MABFDR,False,False,False,False,False,False,False,False,False,False
https://github.com/yhjung88/OnlineBoostingWithVFDT,False,False,False,False,False,False,False,False,False,False
https://github.com/CuriousAI/mean-teacher/,False,False,False,False,False,False,False,False,False,False
https://github.com/kiryor/nnPUlearning,False,False,False,False,False,False,False,False,False,False
https://github.com/talwagner/quadsketch,False,False,False,False,False,False,False,False,False,False
https://github.com/MahsaDerakhshan/AffinityClustering,False,False,False,False,False,False,False,False,False,False
https://github.com/idiap/zentas,False,False,False,False,False,False,False,False,False,False
https://github.com/lipan00123/InHclustering,False,False,False,False,False,False,False,False,False,False
https://github.com/SoheilFeizi/Tensor-Biclustering,False,False,False,False,False,False,False,False,False,False
https://github.com/slundberg/shap,False,False,False,False,False,False,True,False,False,False
https://github.com/khetan2/Schatten_norm_estimation,False,False,False,False,False,False,False,False,False,False
https://github.com/purushottamkar/rreg,False,False,False,False,False,False,False,False,False,False
https://github.com/thetak11/learning-kis,False,False,False,False,False,False,False,False,False,False
https://github.com/wittawatj/kernel-gof,True,False,False,False,False,False,True,False,False,False
https://github.com/sccfnad/Sparse-convolutional-coding-for-neuronal-assembly-detection,False,False,False,False,False,False,False,False,False,False
https://github.com/eleventh83/deepMiRGene,False,False,False,False,False,False,False,False,False,False
https://github.com/sammy-su/Spherical-Convolution,False,False,False,False,False,False,False,False,False,False
https://github.com/siavashBigdeli/DMSP,False,False,False,False,False,False,False,False,False,False
https://github.com/sagiebenaim/DistanceGAN,False,False,False,False,False,False,False,False,False,False
https://github.com/doubledaibo/clcaption_nips2017,False,False,False,False,False,False,False,False,False,False
https://github.com/shenwei1231/caffe-LDLForests,False,False,False,False,False,False,False,False,False,False
https://github.com/mariru/structured_embeddings,False,False,False,False,False,False,False,False,False,False
https://github.com/amujika/Fast-Slow-LSTM,False,False,False,False,False,False,False,False,False,False
https://github.com/sxjscience/HKO-7,False,False,False,False,False,False,True,False,False,False
https://github.com/AdaCompNUS/qmdp-net,False,False,False,False,False,False,False,False,False,False
https://github.com/wnhsu/FactorizedHierarchicalVAE,False,False,False,False,False,False,False,False,False,False
https://github.com/akosiorek/hart,False,False,False,False,True,False,False,False,False,False
https://github.com/fxia22/NeuralFDR,False,False,False,False,False,False,False,False,False,False
https://github.com/neulab/dynet-benchmark/tree/autobatch,False,False,False,False,False,False,False,False,False,False
https://github.com/wy1iu/SphereNet,False,False,False,False,False,False,False,False,False,False
https://github.com/MinhyungCho/riemannian-batch-normalization,False,False,False,False,False,False,False,False,False,False
https://github.com/bremen79/cocob,False,False,False,False,False,False,False,False,False,False
https://github.com/SCSLabISU/CDSGD,False,False,False,False,False,False,False,False,False,False
https://github.com/wengong-jin/nips17-rexgen,False,False,False,False,False,False,False,False,False,False
https://github.com/fmonti/mgcnn,False,False,False,False,False,False,False,False,False,False
https://github.com/lacerbi/bads,False,False,False,False,False,False,False,False,False,False
https://github.com/LucaAmbrogioni/GP-CaKe-project,False,False,False,False,False,False,False,False,False,False
http://github.com/arthurmensch/cogspaces,False,False,False,False,False,False,False,False,False,False
https://github.com/eelenberg/streak,False,False,False,False,False,False,False,False,False,False
https://github.com/locatelf/cone-greedy,False,False,False,False,False,False,False,False,False,False
https://github.com/arunsais/Expxorcist.git,False,False,False,False,False,False,False,False,False,False
https://github.com/andymiller/ReducedVarianceReparamGradients,False,False,False,False,False,False,False,False,False,False
https://github.com/probcomp/nips2017-aide-experiments,False,False,False,False,False,False,False,False,False,False
https://github.com/michaelhabeck/paths,False,False,False,False,False,False,True,False,False,False
https://github.com/thangbui/streaming_sparse_gp,False,False,False,False,False,False,False,False,False,False
https://github.com/wujian16/Cornell-MOE,True,False,False,False,True,False,True,False,False,False
https://github.com/SheffieldML/GPy,False,False,False,False,False,False,False,False,False,False
https://github.com/kd383/GPML_SLD,False,False,False,False,False,False,False,False,False,False
https://github.com/carji475/linearly-constrained-gaussian-processes,False,False,False,False,False,False,False,False,False,False
https://github.com/befelix/safe_learning,False,False,False,False,True,False,True,False,False,False
https://github.com/martinroyer/pecok,False,False,False,False,False,False,True,False,False,False
https://github.com/DNNToolBox/Net-Trim-v1,False,False,False,False,False,False,False,False,False,False
https://github.com/wgao9/mixed_KSG,False,False,False,False,False,False,False,False,False,False
https://github.com/omerbp/Best-Response-Regression,False,False,False,False,False,False,False,False,False,False
https://github.com/tensorflow/models/tree/master/research/pcl_rl,False,False,False,False,False,False,False,False,False,False
https://github.com/albertometelli/crirl.git,False,False,False,False,False,False,False,False,False,False
https://github.com/T3p/adaptive-batch-size,False,False,False,False,False,False,False,False,False,False
https://github.com/RonanFR/UCRL,False,False,False,False,True,False,True,False,False,False
https://github.com/aniketde/MultiTaskLearningContextualBandits,False,False,False,False,False,False,False,False,False,False
https://github.com/sanjibac/matlab_learning_collision_checking,False,False,False,False,False,False,False,False,False,False
http://github.com/dtak/hip-mdp-public,False,False,False,False,False,False,False,False,False,False
https://github.com/JinseokNam/mlc2seq,False,False,False,False,True,False,False,False,False,False
https://github.com/hehaodele/SBL-LSTM-Net,False,False,False,False,False,False,False,False,False,False
https://github.com/steven7woo/Accuracy-First-Differential-Privacy,False,False,False,False,False,False,False,False,False,False
https://github.com/hayasick/CTFT,False,False,False,False,False,False,False,False,False,False
https://github.com/gpleiss/equalized_odds_and_calibration,False,False,False,False,False,False,False,False,False,False
https://github.com/HongtengXu/Hawkes-Process-Toolkit,False,False,False,False,False,False,False,False,False,False
https://github.com/adith387/slates_semisynth_expts,False,False,False,False,False,False,False,False,False,False
https://github.com/lefangcs/Expectation-Propagation-with-Stochastic-Kinetic-Model-in-Complex-Interaction-Systems,False,False,False,False,False,False,False,False,False,False
https://github.com/shentianxiao/language-style-transfer,False,False,False,False,False,False,False,False,False,False
https://github.com/facebookresearch/ELF,False,False,False,False,False,False,False,False,False,False
https://github.com/locuslab/gradient_regularized_gan,False,False,False,False,False,False,False,False,False,False
https://github.com/qulizhen/fgan_info_geometric,False,False,False,False,False,False,False,False,False,False
https://github.com/LMescheder/TheNumericsOfGANs,False,False,False,False,False,False,False,False,False,False
https://github.com/tomsercu/FisherGAN,False,False,False,False,False,False,False,False,False,False
https://github.com/glouppe/paper-learning-to-pivot,False,False,False,False,False,False,False,False,False,False
https://github.com/igul222/improved_wgan_training,False,False,False,False,False,False,False,False,False,False
https://github.com/OctoberChang/MMD-GAN,False,False,False,False,False,False,False,False,False,False
https://github.com/bioinf-jku/TTUR,False,False,False,False,False,False,False,False,False,False
https://github.com/kimiyoung/ssl_bad_gan,False,False,False,False,False,False,False,False,False,False
https://github.com/andrewgordonwilson/bayesgan,False,False,False,True,False,False,False,False,False,False
https://github.com/tund/D2GAN,False,False,False,False,False,False,False,False,False,False
https://github.com/ChunyuanLI/ALICE,False,False,False,False,False,False,False,False,False,False
https://github.com/zhenxuan00/triple-gan,False,False,False,False,False,False,False,False,False,False
https://github.com/LiqunChen0606/Triangle-GAN,False,False,False,False,False,False,False,False,False,False
https://github.com/thudzj/StructuredGAN,False,False,False,False,False,False,False,False,False,False
https://github.com/HazyResearch/tanda,False,False,False,False,False,False,False,False,False,False
https://github.com/mingyuliutw/unit,False,False,False,False,False,False,False,False,False,False
https://github.com/tensorflow/tensor2tensor,False,False,False,False,False,False,True,False,False,False
https://github.com/gpapamak/maf,False,False,False,False,False,False,False,False,False,False
https://github.com/anirudh9119/walkback_nips17,False,False,False,False,False,False,True,False,False,False
https://github.com/wenwei202/terngrad,False,False,False,False,False,False,False,False,False,False
https://github.com/cypw/DPNs,False,False,False,False,False,False,False,False,False,False
https://github.com/eladhoffer/bigBatch,False,False,False,False,True,False,False,False,False,False
https://github.com/openai/baselines,True,False,False,False,False,False,True,False,False,False
https://github.com/Hanjun-Dai/graph_comb_opt,False,False,False,False,False,False,False,False,False,False
https://github.com/neuroailab/whisker_model,False,False,False,False,False,False,False,False,False,False
https://github.com/edenton/drnet-py,False,False,False,False,False,False,False,False,False,False
https://github.com/fabianp/ProxASAGA,False,False,False,False,False,False,False,False,False,False
https://github.com/albietz/stochs,False,False,False,False,False,False,True,False,False,False
https://github.com/simonkamronn/kvae,False,False,False,False,False,False,True,False,False,False
https://github.com/yaringal/ConcreteDropout,False,False,False,False,False,False,False,False,False,False
https://github.com/tensorflow/models/tree/master/research/rebar,False,False,False,False,False,False,False,False,False,False
https://github.com/geoffroeder/iwae,False,False,False,False,False,False,False,False,False,False
https://github.com/yuhaow/sp-intervention,False,False,False,False,False,False,False,False,False,False
https://github.com/AMLab-Amsterdam/CEVAE,False,False,False,False,False,False,False,False,False,False
https://github.com/moonfolk/Geometric-Topic-Modeling,False,False,False,False,False,False,False,False,False,False
https://github.com/ICL-SML/Doubly-Stochastic-DGP,False,False,False,False,False,False,True,False,False,False
https://github.com/markvdw/convgp/,False,False,False,False,False,False,False,False,False,False
https://github.com/yiding2012/MKA,False,False,False,False,False,False,False,False,False,False
https://github.com/chrodan/FiniteEpisodicRL.jl,False,False,False,False,False,False,False,False,False,False
https://github.com/aosokin/consistentSurrogates_derivations,False,False,False,False,False,False,False,False,False,False
https://github.com/linnylin92/fused_lasso,False,False,False,False,False,False,False,False,False,False
https://github.com/apanahi/NIPS_Paper_1937,False,False,False,False,False,False,False,False,False,False
https://github.com/fanny-yang/OnlineFDRCode,False,False,False,False,False,False,False,False,False,False
